user_id,products,reviews
13844242,80,2
14104705,70,2
21935,22,1
265519,9,2
395194,8,1
649406,35,2
995360,8,1
1181169,19,1
1600484,8,1
1691276,36,4
1813644,88,1
1816105,20,1
1976128,10,1
2200284,2,1
2324633,47,4
3248804,17,1
3483580,32,6
3558838,15,1
4711083,5,1
7470016,178,1
11911256,295,1
831050,136,1
3118318,141,1
7238972,22,1
7595596,234,2
8839312,1642,17
8894029,82,4
11186520,400,49
11223642,98,1
11453682,119,2
11481620,153,1
11602087,47,1
11747452,166,2
12076728,224,1
12085296,386,1
12420827,347,2
1321235,166,68
1683052,42,1
1803255,151,1
2193608,27,0
2658823,57,1
3251289,49,3
3474530,35,1
3764701,65,1
4184222,492,7
4506242,91,1
4845056,200,3
4919510,180,1
5432536,219,1
5492942,177,1
5552763,53,1
5636263,185,2
5708285,83,1
5824117,137,1
6038247,154,1
6191138,40,2
6488235,173,12
6808696,349,5
7003118,47,3
7263199,25,1
7308886,56,1
7579915,66,5
7615609,50,3
7641375,114,12
8025544,56,1
8274938,106,1
8276727,71,1
8343489,30,1
8449221,22,1
8513157,8,1
8866133,33,1
9029131,258,5
9085126,9,1
9123650,10,6
9363756,30,1
9630060,9,1
9733870,285,4
10332286,16,2
10751471,24,1
11002176,3,1
11117817,11,1
12299234,40,2
12435361,37,0
12474471,14,1
12491010,5,1
12678313,20,1
12830736,28,1
12919514,61,2
13026068,49,1
13225561,105,4
13320454,245,1
13384425,52,1
13462183,14,1
28160,83,5
520559,27,1
550335,14,2
594927,6,1
666274,2,1
997758,46,2
1514621,22,2
1640430,10,1
1674176,116,1
1786551,26,1
1845651,32,1
1901040,20,1
2059259,18,3
2096930,48,2
2313573,7,1
2350196,27,1
2700157,9,1
2743218,34,2
2942276,72,25
2991118,30,0
3011818,8,1
3037618,18,1
3320259,16,4
3609226,18,1
3784364,2,1
3931615,29,1
4074834,2,1
6970089,158,7
5572575,60,1
7619932,349,1
9056457,59,5
9121819,401,1
9534424,567,3
9765785,85,1
11215116,34,1
11302128,479,4
11304022,73,1
11398709,464,16
11742989,72,1
11839161,95,1
11938773,93,1
12082047,234,1
12165068,175,6
12722044,196,7
13395080,149,1
14018439,96,2
14205409,109,1
833844,205,4
1116816,60,1
1744751,154,1
3797525,52,1
4316310,92,1
4347497,11,1
4613432,26,6
4866832,240,1
5297241,21,1
5345031,310,1
5351440,96,1
5473333,33,1
5479300,5,1
5777408,115,1
5854076,716,3
6209058,118,0
6218112,12,1
6232193,73,6
6482254,54,1
6598893,69,8
6603669,9,1
7367362,54,9
7664755,57,1
7694711,24,1
7705283,41,2
8244593,224,5
8448602,25,1
8588719,10,1
8684811,50,7
9136977,28,1
9360272,87,1
9713088,24,2
9776007,19,1
9957479,48,8
10283567,39,3
10571762,34,1
11006969,56,1
12830317,67,1
13310653,21,1
13347568,58,0
13498908,7,0
14284586,5,1
53563,6,1
160632,20,1
780412,14,1
1442776,14,1
2061519,53,1
2085633,70,1
2421172,16,8
2526844,9,1
2730769,16,1
2778549,57,7
3884401,9,1
3955288,16,2
4028513,18,3
4520491,21,1
9390382,255,1
11520033,538,1
5821318,342,23
7123024,170,5
7666517,388,7
8538687,95,2
8575391,504,1
8575906,75,1
9237985,1029,1
9457344,44,1
11392819,39,1
11446848,229,4
11546986,114,1
11563624,558,1
11694124,119,1
11709754,89,1
11843820,46,1
12056835,138,1
12129261,538,5
12860603,249,1
13613986,229,2
316407,261,3
876144,615,3
2215683,176,4
2283704,73,1
2472648,271,16
3150804,492,7
3997699,245,2
4297211,60,1
4449671,396,1
4483462,24,2
4714947,385,1
4816787,110,5
4832968,106,1
5026236,22,0
5072360,240,6
5233295,174,1
5553246,43,1
5669429,0,1
6016388,115,3
6315418,202,9
6877536,18,1
7029938,75,1
7330249,152,2
7468731,101,3
7567804,363,11
7671403,67,2
7790558,106,3
8283650,71,2
8464870,54,1
8689938,38,1
8733050,99,3
8756539,35,1
8843581,121,4
9093546,143,16
9279078,36,2
9340196,57,0
9895745,25,1
10119567,3,1
10358492,111,1
10671066,18,1
11338728,113,3
12208039,20,4
12824205,44,1
12845316,21,3
13003766,26,1
13043385,63,18
13063264,55,1
13231018,86,3
13377010,30,1
13413147,37,1
13727670,6,1
13731107,21,3
14116097,20,3
46202,13,1
508007,199,3
542502,14,1
642807,26,3
670266,36,1
777998,319,14
1097757,32,1
1109644,95,6
1176264,44,1
1413908,9,1
1573838,7,1
1583300,76,3
1773226,0,1
1786230,30,1
2122538,109,6
2194573,22,2
2227792,58,1
2447473,6,1
2492888,35,10
2508180,34,1
2575741,5,1
3599180,5,1
3687493,2,1
3818830,16,3
3874723,112,2
4526552,2,1
11356050,14,1
12083272,82,1
3324072,137,1
4914402,389,2
7392944,255,6
9626997,307,1
11234694,333,4
11255430,17,1
11358356,227,1
11394829,76,4
11459848,28,2
11678588,484,8
11798205,79,1
11919159,113,2
11995020,317,4
12102241,165,3
12331051,238,1
12525934,82,5
13164476,97,2
14014746,14,1
14189169,810,3
14289224,428,4
1360949,55,1
1836421,451,5
2359665,509,6
2434476,178,1
2680148,52,1
5374613,23,4
5443124,29,2
5632093,80,1
5717101,72,2
5872729,101,1
6076519,32,1
6099472,220,2
6240322,77,1
6242666,20,1
6421636,138,1
6444208,8,2
6575944,94,1
7306240,61,1
7345988,55,3
7591442,135,2
7728902,77,6
7794342,463,2
7956963,66,1
8034800,93,1
8037917,145,10
8328627,87,4
8562142,11,2
8643271,29,0
8680634,33,1
8925597,80,3
8936340,15,1
8983105,68,13
8999430,49,1
9053530,21,2
9249402,62,1
9315268,26,2
9532818,53,3
9614499,28,1
9723843,115,1
10088242,144,2
10147820,235,19
10181369,48,1
10713847,135,3
10832402,43,1
10842949,0,1
10892895,38,2
12118519,17,4
12319769,12,1
12573854,51,1
12648027,64,2
12652626,5,1
12930806,39,0
13539724,80,11
13557906,74,6
13568792,68,5
13640545,74,8
13721503,88,3
13771131,2,1
13822343,2,1
14140054,133,4
297879,34,3
330185,92,5
358893,24,1
425031,247,1
518969,83,2
529498,65,2
890484,24,1
1265976,6,1
1872825,17,2
1912983,10,1
2300327,6,1
2746800,25,1
3105020,50,5
3265732,40,4
3281973,5,2
3317770,6,1
3873586,10,1
4126725,70,1
4132848,2,1
4622106,2,0
4670572,130,3
4809556,5,1
10597052,59,1
11172845,330,2
11254331,184,1
11593928,100,2
11611095,249,5
12184982,394,3
12342230,346,1
12746528,334,15
13225668,391,2
13247021,194,1
13818021,729,1
690878,87,1
1124558,21,2
2279010,242,1
2853632,286,1
3631164,126,4
4477591,81,1
4523615,38,1
4548153,109,3
4600850,13,3
4952465,152,2
5082692,232,4
5212500,54,1
5240846,63,6
5244096,108,2
5294708,18,1
5407935,167,29
5608202,139,1
5843737,27,1
6053545,60,1
6204091,12,1
6292579,313,1
6567779,180,8
6941459,41,2
7091291,99,2
7123608,49,3
7418128,11,2
7450870,200,4
7734675,105,2
7739602,27,1
7770481,61,2
7807407,153,3
8153562,30,3
8808108,70,7
9058470,8,2
9093218,94,1
9198679,36,1
9214184,72,2
9223703,151,8
9289013,13,1
10380545,45,3
10570779,35,1
10660639,46,3
10799508,19,1
10898484,134,2
10903422,33,1
10908670,26,1
11125747,30,1
12210083,84,1
13002615,69,1
13075707,30,14
13217759,170,2
13491570,56,1
14091935,27,1
14102764,23,2
14133793,10,1
24451,27,1
278254,40,2
434690,33,2
651541,17,5
813968,11,1
1204962,118,1
1491841,18,3
1828515,120,1
1969429,13,4
2009627,27,1
2032552,11,1
2035368,95,3
2087701,3,2
2295369,51,8
2357679,2,1
2516577,24,7
2627589,6,1
2924984,21,2
2977654,31,1
2983743,17,0
3186119,14,2
3309991,10,0
3438307,22,1
3805854,3,1
4147570,9,1
4802030,11,1
250720,315,4
6383356,151,10
6754774,254,2
6825271,370,2
7430027,46,1
8669624,55,2
8802947,8,1
9183570,271,2
11331487,1657,16
11399451,142,1
11420456,315,6
11699150,117,1
11973849,202,8
12354180,80,1
13866588,314,2
14166343,195,1
1211537,223,2
1299931,284,1
1939130,60,2
2203200,150,1
2911543,46,14
4179304,38,3
4284661,65,4
4342608,22,1
4781555,193,3
4988323,95,3
5088050,87,2
5168702,80,3
5201334,38,2
5204856,379,7
5272150,13,1
5327648,33,1
5365904,58,2
5551382,46,1
5933057,98,14
6089768,38,1
6242955,109,1
6511635,6,1
6578318,933,1
6872771,84,4
6887866,26,1
6967656,9,1
7123423,47,1
7363037,47,1
7584619,60,1
7630652,145,1
7843656,52,2
7908716,148,1
8222539,36,1
8248913,47,4
8278000,76,1
8366269,309,12
8553640,12,1
9058050,197,4
9316171,423,1
9501823,67,1
9975643,125,1
10609258,168,6
10665955,30,3
10744277,15,0
10809180,28,1
10841687,32,2
12249674,38,4
12370852,52,2
12731767,99,1
12787388,23,2
13013341,61,8
13168170,36,5
13246776,12,1
13427310,49,3
13439021,25,2
13619314,44,0
13668275,44,1
14026181,64,10
14045524,75,1
14180472,54,1
14201576,19,1
179738,2,1
586246,113,2
774719,15,0
944322,26,3
1040011,60,3
1073942,17,2
1334935,15,1
1911711,37,1
1939166,10,1
2137737,8,0
2148187,16,2
2237502,10,1
2753477,6,1
2814603,25,1
2864590,18,0
2881659,7,2
2950545,302,5
3133229,6,1
3337288,11,1
3349206,60,2
3675211,35,2
4378020,54,3
4772860,15,1
8350977,162,2
8419553,114,3
9063981,273,4
9195489,330,3
9644759,93,3
9655920,545,88
11138151,724,3
11265563,46,2
11553399,319,6
11667634,152,1
11978694,51,1
12498802,225,1
12585698,125,4
13897025,474,4
14186227,314,64
14230615,252,1
74080,316,2
547244,230,5
1366350,111,10
1657380,33,1
2221609,68,2
4030776,143,2
4066041,7,1
4068330,38,1
4198083,4,1
4210405,161,1
4581515,325,1
4739778,70,1
5256641,137,2
5352732,6,1
5368521,64,4
5566005,63,1
5589659,58,2
5721874,612,6
5876596,146,1
5990415,74,1
6097407,25,1
6218091,228,1
6462631,47,1
6647150,34,2
6666796,120,2
7101604,497,38
7383308,51,1
7706005,142,1
7973489,47,2
8104247,18,0
8246831,120,2
8537188,11,1
8928233,11,1
9063400,19,1
9081980,23,1
9097178,33,1
9180253,120,3
9249746,98,2
9447870,29,1
9458496,13,1
9469230,39,3
9471734,192,7
9609063,59,4
9761018,100,2
10189527,69,1
10250180,45,1
10468878,48,1
10593133,35,1
10833200,25,1
10921721,5,1
12256756,15,1
12342252,11,1
12695106,15,1
12736234,100,1
12790649,22,1
12958296,65,4
13380086,78,0
13637552,30,2
13650209,30,2
13667531,11,1
13725422,36,6
13770597,41,4
108877,26,1
335571,30,0
481307,7,1
540768,79,1
702621,17,1
902867,30,1
1040569,12,3
1600117,16,1
1780239,0,1
1794757,73,5
1879640,52,5
1957923,312,1
2061993,18,5
2237785,22,3
2256046,11,1
2507026,15,4
2634902,270,3
2698966,4,1
3220939,115,1
3320861,37,1
3336149,12,3
3766985,191,4
4119229,91,1
4207867,7,0
4582042,2,0
11168454,1034,1
118833,326,1
2133761,127,1
7085248,647,4
8650748,200,1
11219423,272,1
11342863,66,3
11576926,212,1
12040750,81,2
13695154,76,1
13936843,141,1
646003,404,7
3088025,7,1
3342655,247,3
4169738,41,1
4353887,103,1
4740424,43,2
4908216,437,22
4909894,10,1
4928002,59,1
5077988,141,1
5175007,113,1
5272658,18,1
5505242,55,2
5512771,69,4
5542209,34,1
5670367,9,1
5937821,138,1
6011565,462,1
6089692,212,7
6375628,155,1
6547216,172,2
6550857,64,2
6598831,30,1
7060405,143,1
7174417,177,4
7270765,228,3
7278182,23,2
7279816,131,13
7584543,64,2
7604760,10,1
7657532,36,1
7777494,102,2
8280400,162,1
8293773,104,1
8400950,169,8
8591223,77,1
8595351,132,3
8778378,81,1
9281452,20,1
9287867,16,1
9301726,42,1
9574754,54,1
9670693,62,12
9698184,40,1
9928763,95,7
10141871,25,3
10197876,29,1
10248234,51,3
10910328,15,1
10912668,16,1
11094107,109,36
12313417,9,1
12480499,9,1
12859127,24,1
13050872,34,1
13191693,34,1
13495551,224,18
13754747,6,1
13899259,6,1
14040833,64,12
14253241,55,2
263008,10,1
654049,47,1
767160,80,2
821388,18,0
875098,22,1
942108,54,1
1640647,36,5
1652834,29,0
1820087,33,5
2012188,18,1
2463590,30,1
2485573,24,6
2643683,50,1
3102449,35,7
3340887,103,3
3637146,9,1
3711298,2,1
3798126,7,4
3887945,4,2
4012890,22,1
4109175,49,5
4130304,2,0
4240755,2,1
7414442,191,3
4987825,106,1
6078461,1249,3
10379841,711,1
10437237,203,2
10624633,11,0
11481202,912,1
11489452,108,1
11536704,95,53
11939027,45,2
12134212,47,1
12160943,1342,4
12552362,497,2
13155519,239,1
14251576,276,1
14294806,248,1
767556,185,6
811343,256,13
1245797,251,1
1268384,29,2
1563031,125,6
1644694,56,1
1834344,255,2
2173661,192,4
2512636,4,1
2865349,22,1
3079199,153,2
3769233,265,5
4028184,23,3
4183849,123,1
4377791,170,1
4840053,24,1
5575503,15,1
5650329,38,1
5710596,150,3
5746552,52,2
5884876,241,2
6155864,160,1
6503408,91,3
6584004,6,1
6750250,90,1
6784203,92,3
6802638,31,1
7100112,232,10
7275049,86,11
7308783,41,1
7796567,90,2
7832642,94,2
8400484,124,1
8613422,91,1
8622415,0,1
8735340,119,1
9061123,61,2
9532760,22,1
9604255,113,2
9635844,30,2
9638477,64,9
9954233,24,1
9973016,35,1
10414613,142,7
10438440,55,1
10555116,121,2
10754574,48,1
10942851,22,1
12420829,36,2
12454950,55,1
12563230,48,17
12791524,3,1
12998652,136,0
13201135,79,1
13538344,61,3
13539610,38,3
13813451,42,1
14043459,20,3
14147550,50,3
14154246,80,7
14194980,26,1
7192,7,1
299804,94,2
576568,2,1
719675,138,3
803584,11,1
966356,37,1
991431,77,5
1050495,8,1
1120700,24,1
1260635,36,3
1480437,18,1
1656653,65,2
1660921,8,1
1956332,3,1
2242946,23,2
2288926,17,2
2760187,26,1
2967753,26,2
3046308,48,1
3303323,11,2
3312604,3,1
3356351,3,1
3703957,3,2
3759030,28,2
3779214,5,1
4460713,6,0
1016162,166,1
8133792,25,1
8244421,691,35
10015465,120,5
10398874,65,1
10400097,120,2
10881703,244,1
11584880,76,1
11863863,159,1
11873703,225,1
11911398,47,1
12155469,227,1
12222261,232,1
12431991,24,1
12566480,1035,5
13311104,212,2
13418410,108,1
13872973,162,2
13951416,313,2
14067162,122,1
494830,103,1
2744640,156,3
3033294,100,13
3231641,134,5
4501613,92,14
4603646,105,1
4712489,168,1
4713595,5,1
4750014,222,4
4757186,73,1
5299432,41,1
5470611,997,29
5860495,30,1
5956958,53,1
6063308,70,1
6334962,51,1
6780634,73,1
6857197,56,19
7023747,46,1
7112972,198,5
7174645,58,1
7328540,86,1
7591952,8,2
8049485,79,1
8079844,78,2
8169820,201,3
8623142,111,4
8790015,120,3
8806848,157,7
8909330,50,1
8917982,193,1
8979430,17,1
9008991,20,1
9022688,32,1
9140803,11,1
9311210,217,1
9393286,69,2
9459450,5,1
9470553,32,1
9740340,25,1
9812728,75,3
9853360,19,3
9988896,20,0
10066060,30,3
10895286,26,2
12291925,93,5
12482397,283,3
12629191,10,1
12663802,30,1
12742280,19,1
12819165,84,8
12828700,31,1
12864845,24,2
12996999,24,4
13633015,19,2
13875290,61,5
14141019,8,1
14181050,37,2
59226,65,2
127973,10,1
232552,8,2
366130,11,1
509169,54,2
1035898,34,1
1064495,18,1
1141154,6,2
1271194,11,2
1366424,34,2
1392652,68,2
1642192,33,2
1921747,44,1
2347138,5,1
2613901,4,1
2883767,15,1
2927265,26,1
3255514,24,1
3264697,9,2
3285084,8,1
3335685,6,1
3482285,17,0
3566681,2,2
3638835,137,0
3679261,9,1
3832139,44,1
4427612,15,1
5027689,13,0
8687713,109,1
470311,144,4
5243197,121,1
8462032,449,10
9450318,231,2
9817727,71,2
10554682,403,2
11438853,46,1
11519432,62,1
11559949,112,1
11688945,78,1
11780864,263,2
11809971,66,1
11993272,283,11
12632215,110,1
12843680,768,3
12957070,4,1
13625903,200,2
13852749,263,3
14103167,682,1
464892,196,1
534697,360,1
803117,178,12
1255032,32,1
1535110,276,2
1547954,21,3
2727358,65,1
2771256,24,2
3413786,156,1
4015420,288,5
4061593,315,3
4378870,109,3
4404958,75,2
4719669,89,2
4748810,108,1
4797441,140,6
5019514,7,1
5067079,56,2
5298993,19,1
5437690,59,2
5514598,51,1
5773995,70,1
5783783,71,1
5796464,43,1
5949337,117,1
5976620,43,1
6046748,105,8
6102609,26,1
6152415,77,0
6179848,12,1
6533156,42,1
6648673,83,4
6933828,49,1
7133968,64,1
7319304,50,1
7474821,5,1
7491254,25,1
7809350,57,1
7916563,70,1
8326085,24,1
8544202,75,2
8569733,23,1
8818154,123,1
9369009,112,2
9385956,18,2
9552778,59,9
9887377,78,3
9887610,130,1
10183039,33,2
10248645,20,1
10285217,30,1
10662489,80,1
10675250,27,1
10687856,36,1
10973418,29,1
12356157,62,1
12849061,81,2
12982106,24,1
13011571,8,2
13105561,93,1
13606195,254,24
13616832,50,1
13960492,4,1
14052145,34,2
14163823,86,1
14291046,6,1
404587,32,2
893617,16,1
937861,18,1
1058976,55,1
1487703,25,2
1652691,49,5
1672722,18,0
2097627,4,1
2269023,9,1
2724380,15,14
2823525,13,0
3292867,47,1
3454513,3,1
3671206,23,2
4615072,0,1
10145578,74,2
233474,500,4
5612469,144,5
6274795,541,2
7697616,156,2
9522298,373,16
11472894,87,2
11493730,5,1
11559466,194,2
11667429,102,2
11918535,24,1
12707365,241,1
13621584,135,1
13857895,501,2
1202986,26,1
1667663,217,3
3116476,267,1
3131493,418,4
3361634,38,3
3532019,2,1
4089331,70,1
4263204,119,4
4550636,446,11
4633460,172,2
5173694,419,2
5182585,165,1
5453524,63,1
5493513,39,1
5503704,9,1
5510093,71,1
6222487,161,3
6323622,147,9
6640581,89,2
6861189,428,9
7158427,31,1
7222741,301,13
7350928,127,1
7823216,49,1
7956793,138,1
8027205,90,1
8350463,193,3
8549930,33,1
8697567,28,1
8803678,212,6
8871582,104,3
9279161,47,1
9923095,77,4
10099462,16,0
10410773,162,2
10439663,190,1
10466363,39,1
10592340,20,2
10862342,67,1
10970511,191,2
11061464,100,1
11110731,66,2
12428508,41,4
12677563,46,2
12946731,31,1
12986952,16,1
13046665,137,1
13111754,22,0
13380353,78,6
13645608,33,1
14211725,16,2
40647,158,1
164291,13,1
316282,38,2
1432887,16,0
1627647,72,6
1694036,5,1
1973086,33,1
2131878,17,1
2354811,7,1
2487544,2,1
2797316,21,1
2803882,22,4
2930451,50,2
3000492,7,2
3067365,12,1
3121312,7,1
3389486,12,1
4059438,27,1
4069185,6,1
4607638,5,1
65908,550,2
2487991,523,1
3413238,84,2
9000231,155,7
10292686,112,1
10298071,24,2
11217754,569,1
11483284,237,1
12039663,20,1
12160161,339,2
12472586,242,4
1217854,160,1
2836552,115,6
3140501,152,1
3214316,140,1
3297892,64,1
3921690,556,12
4117739,268,2
4432868,184,4
4535630,94,0
4777044,67,1
5039092,64,1
5226628,243,1
5560991,426,2
5844311,72,3
5949889,143,2
6127626,162,19
6156583,72,3
6280787,66,1
6318986,50,4
6568834,141,1
6781022,128,1
6938225,187,39
7104134,9,1
7293066,25,1
7415777,126,6
7592360,13,1
7772940,87,1
7802655,36,1
7834902,283,6
8103164,21,1
8419215,32,1
8587813,12,1
8675699,54,2
9109543,209,8
9353555,23,1
9517201,105,2
9743972,9,1
10437656,155,1
10674426,96,11
10710449,5,1
10980146,25,1
11141320,5,1
12070824,70,2
12282728,46,1
12595914,6,1
12610310,59,3
12922850,14,1
12929175,31,0
12952913,74,2
13141586,48,1
13284487,67,1
13385826,36,1
13920633,127,1
14268065,4,1
14294946,28,3
176242,120,1
445021,4,1
545476,128,2
986483,67,2
1006821,53,2
1061417,91,2
1307789,4,1
1648445,66,1
1651089,60,2
1730536,11,0
1865842,6,1
1965003,29,1
1969855,20,1
2032673,8,2
2115628,24,1
2211604,22,3
2558634,5,1
2628030,2,1
2759619,19,1
2774398,2,1
3289619,0,1
3309943,3,1
3521696,13,1
3717364,5,1
3802015,3,0
3885536,3,1
4011679,0,1
4202526,46,1
13941512,12,1
11680864,37,1
6089513,148,2
7470684,433,0
8110641,31,1
10191059,222,3
11599545,201,3
11602675,13,1
11973722,74,1
11989015,41,1
12160416,10,1
12204393,139,1
12525154,433,1
13369957,160,1
13581908,762,3
13875679,34,2
13974256,32,1
13989142,139,1
350899,228,8
1126703,65,1
1388555,62,6
1655976,57,1
2147556,101,2
3087745,213,11
3261125,19,2
3271351,29,9
3728031,43,1
3856189,162,3
4031250,64,3
4068713,134,1
4119517,297,13
4184220,164,4
4235576,14,2
4884855,154,2
5131459,116,1
5291090,106,1
5681397,46,1
6071883,118,2
6198893,140,11
6254558,118,5
6510016,37,1
6584392,167,2
6602074,53,3
6638846,69,1
6794183,5,1
6797541,36,1
6843459,215,3
6960500,72,1
7101209,127,28
7185003,9,1
7210507,13,1
7234750,30,2
7302061,60,3
7666622,70,1
7761044,49,2
7846058,66,1
8172393,157,1
8783405,30,2
8914680,48,4
9093639,14,1
9112362,230,1
9245069,46,11
9456797,156,3
10066895,12,1
10300038,199,4
10431697,0,2
12324090,33,1
12604270,30,1
12859839,50,4
12919461,27,5
12940489,21,1
12942586,4,1
13049839,74,16
13133925,225,5
13149958,10,1
13350410,147,3
13378122,130,4
13455353,50,1
13491083,55,3
13540215,66,1
13987957,56,1
14204502,62,4
14214019,37,1
54451,41,2
332324,46,1
346579,33,1
578792,37,1
674742,71,7
871786,58,3
922859,35,1
1130807,21,2
1776541,0,1
1857053,4,1
1874114,61,0
1885367,7,1
1917628,44,1
2757549,5,1
2809096,50,1
3394653,6,1
3642030,0,1
3935259,2,1
3997274,30,4
4047176,14,0
4194557,34,1
11131070,1007,2
11694494,151,1
5544959,120,1
8115296,18,1
10608761,33,1
11360944,170,1
11702190,126,2
12138771,301,1
13264244,52,1
13352780,107,4
13850269,1841,2
22653,99,2
631777,178,4
1517019,175,1
3188508,565,5
3220062,133,1
4055683,102,8
4458930,157,5
4831862,35,3
4921739,181,10
5005777,2130,0
5194855,119,3
5196098,131,4
5309981,44,2
5414160,153,2
5690946,87,4
5722486,14,0
5888527,34,1
5899067,255,17
5940408,406,4
6162029,121,1
6389258,195,1
6656227,18,1
6844294,127,15
6934370,76,15
6969534,92,1
7063906,140,2
7191920,277,16
7385333,6,1
7419265,39,1
7484510,36,1
7533358,54,1
7533892,142,12
7893256,86,1
7897134,19,1
8046732,92,17
8073048,340,6
8305552,57,1
8321199,20,3
8447092,17,1
8548545,38,0
8569593,18,1
8615483,26,1
9114336,135,2
9173410,32,1
9248180,97,1
9345573,128,2
9736244,297,2
9756847,124,4
10360704,15,1
10416449,65,3
10571924,23,1
10597756,42,2
10672677,25,4
10814851,79,1
11008628,6,0
11057208,48,2
12317745,90,2
12519808,43,1
12558789,34,9
12766658,34,1
13087400,17,3
13223975,24,2
13371591,29,0
13722881,74,1
387069,23,0
623062,59,1
720507,19,1
819222,80,38
958443,41,2
1451257,37,1
1724690,77,2
1776328,88,2
1810839,0,3
1817232,7,1
2141308,14,1
2251688,12,1
2485811,2,1
2545498,59,7
2720523,21,1
2842535,14,1
2876774,5,1
3106425,20,3
3177382,2,0
3198510,3,1
3209640,13,1
3377495,2,1
3913324,7,1
4044089,10,1
4172398,14,8
4367852,5,1
5019650,9,0
8157816,4,1
9305339,495,19
11388742,39,1
11459063,275,1
11469262,33,1
11562633,46,1
11847903,152,4
12333097,102,1
12606645,353,1
12824609,67,1
13361887,375,6
13885971,150,2
13995825,303,10
14087284,357,2
243180,146,3
549187,163,2
605321,144,1
1256405,108,4
1380204,28,2
2630448,250,2
