app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
261550,0,0,2020-04-25,True,141.0,6529129,79326
730,3,0,2014-06-26,True,8.1,3729008,82105
440900,2,0,2020-04-17,True,758.1,14043400,86520
493340,0,0,2022-04-14,True,74.5,10575820,89451
1599340,3,0,2022-11-14,False,509.2,4761571,92384
975370,2,0,2022-12-06,True,198.4,7823671,92769
107410,0,0,2018-06-02,True,603.4,12289307,98177
1290000,0,0,2021-10-28,True,0.3,4113190,98343
377160,0,0,2017-11-22,True,457.5,8189270,101918
1384160,0,0,2022-12-22,False,23.5,12532581,102726
294100,0,0,2019-06-30,True,845.8,9744428,102799
1332010,0,0,2022-07-22,True,11.1,12484745,103325
252490,0,0,2021-08-23,True,309.9,2091623,105067
440900,0,0,2021-06-19,True,25.1,2562422,105562
1172470,0,0,2021-05-17,True,122.3,14045252,109570
359550,4,0,2017-08-24,True,94.6,6836672,112090
1286830,0,0,2020-09-05,True,605.4,5091158,112602
1151340,0,0,2021-06-29,False,0.2,1106359,112674
271590,2,4,2017-03-27,False,19.2,3072945,113283
218620,4,0,2015-10-25,False,462.9,8480829,113579
252490,0,0,2018-02-15,True,550.3,14062520,114046
438100,5,0,2022-07-25,False,867.7,3497618,115225
431960,0,0,2020-03-31,True,17.6,207371,118525
39210,2,0,2020-01-20,True,855.9,1941846,127199
261550,0,0,2020-10-25,True,567.5,12048496,128311
291550,0,0,2018-11-06,False,19.2,11360545,134505
1245620,0,0,2022-02-25,True,286.7,13010952,138218
578080,3,0,2017-08-27,True,442.7,5088307,139873
1142710,0,0,2022-02-19,False,38.8,1185788,140933
632360,0,0,2019-06-30,True,187.7,13210774,141219
1142710,0,0,2022-11-25,True,174.5,940659,143947
47890,0,0,2018-01-01,True,17.1,10266042,145457
435150,2,0,2018-08-23,True,55.3,4183150,148004
4000,0,0,2021-10-24,True,156.9,9995090,148443
252490,0,0,2016-10-28,True,429.9,13361961,151867
1142710,8,0,2022-03-26,False,202.6,10789474,152583
613100,0,0,2022-07-05,True,7.9,2639416,156172
1938090,0,0,2022-12-01,False,31.1,8441550,157223
570,2,0,2014-03-31,True,402.2,3547085,159855
312520,10,3,2021-08-21,True,41.2,8301979,161244
1151340,0,0,2020-09-14,True,20.9,10482126,161530
275850,0,0,2020-01-25,True,65.9,6706659,165069
1659420,2,0,2022-10-30,True,39.9,6192820,166254
236390,2,0,2019-12-20,False,629.9,4889804,167809
632360,0,0,2019-04-08,True,57.0,13047640,169267
105600,0,0,2021-01-17,True,104.8,12912132,169836
1174180,0,0,2020-07-28,True,715.5,6844019,171495
107410,0,0,2020-06-24,True,864.7,11270502,177142
582660,0,0,2022-03-01,False,122.3,10701597,182322
1361210,0,0,2022-11-30,True,61.3,10682043,182780
1384160,0,2,2021-06-11,True,118.4,6538964,183527
1938090,0,0,2022-12-24,True,402.3,3006900,183869
431960,0,0,2021-01-05,True,597.3,9206702,184781
252490,0,0,2017-04-23,False,121.2,12138338,186136
552500,0,0,2020-07-18,True,753.0,12517932,191977
255710,0,0,2021-07-08,True,279.3,2876217,193924
1465360,0,0,2021-08-26,True,176.5,8608514,198633
1240440,0,0,2022-02-28,True,246.4,13179851,198946
394360,0,0,2017-04-22,True,821.9,13689302,199176
1172470,0,0,2020-12-11,True,36.5,2496261,199211
1599340,0,0,2022-02-25,True,18.4,8697863,199377
784080,0,0,2021-11-08,True,4.9,12398121,199422
1361210,0,0,2022-12-03,False,68.6,11409529,203594
381210,0,0,2018-07-20,True,885.5,8246446,205209
686810,0,0,2021-09-27,True,24.1,6130317,205751
270880,0,0,2020-12-01,True,267.4,14121047,206046
386360,2,0,2015-12-27,True,416.8,4585396,206488
306130,0,0,2019-04-29,True,178.6,7293615,206735
1938090,4,0,2022-10-30,False,170.1,3709975,207505
730,0,0,2017-06-27,False,445.5,12239034,211141
632360,0,4,2022-06-01,True,164.2,2782593,212447
1817070,0,0,2022-08-14,True,27.2,3508185,219388
1063660,0,0,2022-11-19,True,25.8,10796434,220189
431960,0,0,2021-12-02,True,8.0,6990657,224529
1332010,0,0,2022-07-29,True,6.4,14111822,225144
275850,0,0,2021-11-08,True,18.4,5783164,230747
236850,0,0,2020-11-30,True,277.3,5463801,232336
291550,0,0,2021-02-19,True,62.8,13322141,233648
1599340,0,0,2022-02-21,False,61.6,13743956,233653
394360,0,0,2021-03-04,True,434.1,9094539,234632
218620,0,2,2019-06-29,True,30.5,6097099,234899
270880,0,0,2021-06-25,True,72.5,6070087,238710
244850,0,2,2020-01-18,True,104.5,9543311,240610
270880,0,0,2020-04-29,True,35.6,13290536,243423
703080,0,0,2022-04-10,True,35.6,10483196,248441
620980,0,0,2018-11-16,True,57.2,11355594,249840
976730,0,0,2019-12-03,True,73.8,11177246,252414
730,0,0,2020-06-28,True,29.4,8573241,253300
1174180,0,0,2021-04-21,True,56.5,206963,256090
518790,0,0,2018-11-05,True,227.4,10267055,256813
1091500,2,0,2020-12-10,True,96.3,12014929,259635
1151640,0,0,2020-11-26,True,105.5,7081591,265253
1286680,0,0,2022-11-30,True,28.3,9200632,265390
255710,0,0,2022-11-02,True,50.5,6058736,267210
1172470,2,0,2021-05-10,False,306.4,13961837,268199
1091500,0,0,2022-11-04,True,56.5,2654944,271216
275850,0,0,2020-12-25,True,49.2,581387,276197
438100,0,0,2019-03-16,True,21.8,13775484,277291
1091500,0,0,2020-12-10,False,2.4,6466288,277560
105600,2,0,2022-03-10,True,14.8,7820472,278222
435150,0,0,2020-06-30,True,114.6,6271476,278380
438100,0,0,2021-09-24,True,66.7,1829555,280764
730,0,0,2022-01-06,True,379.3,3774303,293627
489830,0,0,2020-01-29,True,779.7,1057745,293831
431960,0,0,2019-06-30,True,12.2,6424035,296340
218620,0,0,2020-03-29,True,436.0,13449049,297242
1091500,0,0,2020-12-27,True,63.6,788273,301200
1245620,0,0,2022-03-06,True,102.7,11599920,302484
1190000,0,0,2021-08-30,True,16.1,11846108,303999
431960,0,0,2021-12-24,True,9.0,542565,304249
359550,0,0,2022-01-24,True,412.9,6527591,311539
613100,0,0,2021-10-07,True,25.3,8670967,318044
570,0,0,2019-12-27,True,969.0,5767522,319485
270880,0,0,2022-11-01,True,330.6,10654565,320413
570,2,0,2015-10-07,True,345.3,3085294,322329
394360,0,0,2022-06-27,True,109.6,8017970,323369
374320,0,0,2020-07-31,True,124.1,11949209,324867
1229490,3,6,2022-08-30,False,2.9,3433659,325177
1286830,0,0,2020-10-31,True,77.9,1186169,325464
377160,22,2,2021-05-11,True,581.8,11203314,328069
1286830,0,0,2021-10-24,True,153.6,11099429,329153
284160,0,0,2020-01-01,True,111.4,6676537,331542
252490,2,0,2020-12-10,True,105.6,7822900,334488
312520,0,0,2020-12-04,True,8.6,7199966,335707
686810,0,0,2021-05-09,True,93.4,11743855,335807
386360,0,0,2021-01-13,False,9.9,9217262,338248
1466860,0,0,2021-10-28,False,14.9,1095538,339651
284160,0,0,2018-07-22,True,940.9,12615410,340646
304390,0,0,2021-12-05,True,68.5,8812707,341219
1794680,0,0,2022-11-22,True,58.7,6064667,341810
289070,0,0,2021-04-29,True,651.5,7894643,343211
242760,0,0,2020-12-24,True,76.9,1886111,343692
1599340,0,0,2022-03-15,True,49.6,10247926,349331
613100,0,0,2020-08-30,True,15.1,9572590,351346
1426210,0,0,2022-02-08,True,12.3,12006713,351728
271590,2,0,2017-07-07,False,709.7,6045572,356342
239030,0,0,2021-10-03,True,20.1,5745222,356419
284160,0,0,2018-06-27,True,425.1,6221572,357109
1332010,3,0,2022-07-26,True,8.4,13952335,359544
271590,0,0,2017-06-28,True,137.6,5459440,360007
386360,0,0,2022-05-22,True,4.5,10922413,361228
1172620,0,0,2021-06-06,True,27.0,12843132,365771
381210,2,0,2016-08-20,True,423.6,8694912,367756
1938090,0,0,2022-11-25,False,52.4,12736910,369841
270880,0,0,2021-02-24,True,99.4,13625433,375355
271590,0,0,2019-02-09,True,443.0,6860728,381479
431960,0,0,2022-02-06,True,9.7,3983287,385513
730,2,0,2017-07-01,True,297.3,9628895,387129
730,0,0,2022-07-01,True,136.3,4425567,393736
1172620,0,0,2022-07-18,False,113.0,13509948,393803
552500,0,0,2018-04-19,True,450.1,3705182,394064
386360,0,0,2022-04-09,True,213.6,5576458,394149
311210,0,0,2020-06-03,False,359.9,1225673,394911
397540,0,0,2020-04-18,True,93.9,12205408,397551
306130,0,0,2019-06-29,True,57.3,5783369,402116
233860,0,0,2019-07-08,True,305.8,11683913,403012
546560,0,0,2020-08-17,True,27.5,673813,403548
526870,0,0,2020-12-01,True,550.9,4811957,405406
1144200,18,0,2022-09-17,True,5.6,12603703,410452
1794680,0,0,2022-12-18,True,557.1,8959564,413048
814380,2,0,2022-01-04,True,75.3,7923797,413377
1184370,3,0,2021-09-13,False,179.7,6402712,414397
255710,0,0,2021-10-17,True,54.7,8755708,414935
291550,0,0,2020-03-20,False,6.2,7545528,422964
1938090,0,0,2022-12-20,False,147.6,8309574,423657
1144200,0,0,2022-09-30,True,250.1,9189356,424996
489830,2,0,2017-09-04,False,0.7,13548399,425949
582660,0,0,2021-11-04,True,18.6,12686988,432181
431960,0,0,2019-07-01,True,27.8,4879586,432489
1240440,2,0,2021-11-24,False,3.0,9937654,434494
294100,0,0,2020-07-06,True,149.2,5254802,434883
438100,0,0,2021-08-17,True,33.6,2839249,435689
252490,0,0,2021-10-12,True,228.2,89977,436099
271590,0,0,2017-08-22,True,0.6,7809974,436588
578080,5,2,2022-01-11,False,8.2,2604303,443257
346110,0,0,2017-06-22,True,309.3,6383668,443855
304390,0,0,2018-11-23,True,262.5,10754340,444625
851850,2,0,2020-01-22,True,150.9,12990682,445363
509980,0,0,2021-07-09,False,1.0,5060496,449742
311210,0,0,2016-03-28,True,62.8,5275917,450185
1419170,0,0,2022-08-09,True,44.4,3894339,450285
1259420,2,2,2021-05-19,True,66.3,14030150,455497
252490,0,0,2022-04-12,True,236.8,723801,456580
1384160,2,0,2021-08-19,False,103.7,5311903,457720
1172620,0,0,2020-08-06,True,89.1,7740972,459264
550,2,0,2015-03-13,True,3.7,4458373,462025
261550,0,0,2021-09-04,True,127.4,12166005,468079
359550,0,0,2021-08-30,True,363.5,3288342,468609
975370,0,0,2022-12-17,True,67.2,8435426,471555
244850,0,0,2021-01-28,True,157.2,12017374,472021
304390,2,0,2017-03-13,False,506.1,11224087,473612
526870,0,0,2020-06-19,True,184.4,416169,474805
252490,0,0,2021-04-15,True,153.3,618649,475020
635260,0,0,2022-09-24,True,63.7,2847399,482382
47890,2,6,2015-02-06,True,47.5,14225610,486711
306130,0,0,2021-12-30,False,3.0,9126134,489029
1174180,0,0,2019-12-14,True,66.6,10530654,489808
730,0,0,2021-03-12,True,161.3,3017329,491141
431960,0,0,2020-01-29,True,701.4,599946,492763
271590,0,0,2018-03-10,True,53.0,5541247,495090
377160,0,0,2020-04-06,True,45.7,617446,497961
252490,0,0,2022-03-23,True,17.9,2782936,498051
1465360,0,0,2021-11-28,True,23.1,8266779,502889
284160,0,0,2015-05-31,True,448.9,4273592,504987
1250410,0,0,2020-08-19,False,41.2,2440139,508781
252490,0,0,2020-11-19,False,812.2,12670841,510904
238960,0,0,2017-11-22,True,994.6,13342148,515017
526870,0,0,2022-09-20,True,158.1,1584768,515994
377160,0,3,2022-10-04,True,427.6,11744303,516222
1174180,0,0,2020-09-12,False,1.4,9197874,518000
1144200,0,0,2022-08-05,True,22.4,5740146,518033
108600,0,0,2022-08-23,True,9.0,2813222,519728
291550,0,0,2022-10-05,True,20.7,3985224,520648
218620,0,0,2019-07-01,True,114.0,5421958,524088
578080,0,0,2017-05-02,False,448.0,4371563,525829
105600,3,0,2014-03-29,True,435.3,4477290,528193
264710,0,0,2015-08-19,True,45.1,4363904,528937
377160,0,0,2021-06-17,False,87.7,9494884,530136
252490,0,0,2022-04-05,False,90.4,13914172,531321
1151340,4,0,2020-04-19,True,791.7,10102579,532761
1144200,0,0,2021-12-20,True,28.7,9306776,535322
374320,0,0,2017-06-28,False,41.6,12205932,536851
271590,0,0,2016-10-25,True,236.2,11553917,537789
271590,0,0,2017-06-15,True,115.2,6397738,539246
613100,0,0,2022-07-22,True,13.7,1074190,541617
292030,0,0,2019-01-26,True,66.4,12067278,546637
526870,0,0,2021-06-28,True,46.0,5637154,549081
570,0,0,2020-07-20,True,630.4,8628042,551129
107410,0,0,2021-06-04,True,73.8,10626692,554232
292030,0,0,2022-01-20,True,23.5,8697590,555814
250900,0,0,2021-06-23,True,329.7,10361481,557997
275850,0,0,2016-11-24,False,294.8,3584387,560942
1449850,0,0,2022-07-24,False,8.8,4191166,564662
578080,2,0,2021-11-23,False,271.5,12162303,565952
292030,3,4,2019-07-28,False,9.2,5200096,572677
1466860,0,0,2021-10-31,True,36.8,9571044,575951
4000,0,0,2021-11-28,True,107.2,2722302,578061
1544020,0,0,2022-12-03,True,11.4,9205674,581878
435150,0,0,2021-02-08,True,189.0,13942947,584958
255710,0,0,2022-09-25,True,8.7,2462498,585052
42700,0,0,2021-02-14,True,22.9,1831136,587852
275850,0,0,2016-08-14,False,45.6,5266725,588844
346110,0,0,2020-02-14,True,408.1,6953677,590255
304390,0,0,2019-06-29,True,64.7,5110521,590924
381210,5,7,2016-07-01,True,61.3,6948698,591404
431960,0,0,2020-10-26,True,15.0,3261193,591738
1811260,0,0,2022-10-28,False,10.3,10770453,592196
394360,0,0,2019-12-23,True,227.2,6797083,592689
270880,0,0,2018-11-25,True,204.6,12417457,594304
311210,0,0,2020-11-11,True,138.5,3161045,594941
1250410,0,0,2021-03-21,True,147.6,5036793,595388
292030,0,0,2019-12-31,True,437.3,5796243,596211
578080,0,0,2018-02-27,True,78.7,12505193,596276
435150,0,0,2021-07-15,True,36.7,5912340,596720
294100,0,0,2021-12-26,True,50.9,258551,600161
107410,0,0,2022-03-02,True,94.6,3090746,600788
526870,0,0,2021-11-27,True,350.9,10602464,604697
1174180,0,0,2021-01-07,True,44.4,11955594,606314
394360,0,0,2017-08-18,True,643.3,5030719,610623
284160,0,0,2021-10-16,True,46.4,805987,611559
431960,0,0,2021-08-01,True,48.3,10181113,617477
261550,0,0,2022-11-27,True,12.9,11314629,618338
377160,10,0,2017-09-04,False,28.5,1648786,619536
270880,0,0,2022-03-05,True,10.3,14133529,620040
291550,0,4,2019-07-04,True,15.1,8692576,621193
386360,0,0,2021-07-27,True,252.2,7667792,624160
1361210,5,0,2022-12-27,False,2.0,11298870,625384
218620,2,0,2015-10-24,True,447.5,7185625,627841
377160,0,0,2020-04-17,True,262.4,7000918,629182
271590,0,0,2016-12-22,True,403.6,4413447,630892
730,2,0,2020-11-17,True,883.5,1305664,633511
1222670,0,0,2022-05-12,True,76.7,3503819,633706
1938090,0,0,2022-11-22,True,18.6,3894165,634830
377160,0,0,2016-10-28,True,15.2,7280864,636244
236850,3,0,2018-10-26,False,2.6,5944128,640530
271590,3,0,2015-06-22,False,27.9,9373967,647043
376210,10,3,2020-02-22,False,0.8,14019555,653941
271590,0,4,2017-08-22,True,543.6,8945566,654047
730,2,0,2019-10-27,True,141.7,5078622,654185
47890,0,0,2015-11-27,True,160.6,10094838,655378
107410,0,0,2014-05-18,True,3.4,5150516,667128
1172620,0,0,2022-08-08,True,227.8,791646,671573
1313140,0,0,2022-08-14,True,10.7,12059123,671614
1259420,0,0,2021-05-30,True,50.9,545960,675371
570,0,0,2015-01-27,True,388.7,12817370,676970
1466860,0,0,2021-11-24,True,110.2,4315253,677839
1142710,17,2,2022-06-15,False,779.0,12249584,677931
284160,0,0,2019-04-19,True,62.4,9325057,680555
1245620,0,0,2022-02-25,True,102.3,5641171,681541
1794680,0,0,2022-11-10,True,35.3,6112197,683885
435150,0,0,2022-11-29,True,76.3,8250883,686670
435150,0,0,2020-03-25,True,321.7,6099941,687450
230410,2,0,2013-06-29,True,533.5,3081833,690497
1245620,0,0,2022-03-02,True,157.1,10962625,691131
39210,0,0,2021-01-01,True,428.3,3921610,691151
431960,6,0,2022-08-22,False,0.3,8123357,693967
814380,0,0,2019-03-25,True,108.5,12731412,694104
431960,0,0,2022-10-21,True,4.5,12791952,694543
1419170,0,0,2021-07-23,True,2.5,3224919,698874
814380,2,0,2019-04-02,True,52.4,5498903,700019
271590,0,0,2015-08-02,False,754.0,158811,703118
534380,0,0,2022-02-04,True,33.9,4913213,704307
377160,0,0,2021-07-23,True,176.0,8207685,705508
1190000,0,0,2022-09-26,True,229.8,1852617,705905
377160,0,0,2018-09-22,True,94.4,2491238,707715
346110,2,0,2019-06-03,True,236.4,12450524,711850
431960,0,0,2020-04-24,True,95.4,12683726,716272
1599340,80,33,2022-02-16,True,54.0,2703768,718247
233860,6,0,2017-03-01,True,547.2,10430715,718467
377160,7,0,2015-11-12,True,366.0,2905936,721547
275850,0,0,2016-08-15,False,50.9,11059729,727378
916440,0,0,2019-11-13,True,142.3,3954863,731984
271590,3,0,2016-03-13,True,239.9,11923655,732313
526870,0,0,2022-12-07,True,137.6,892513,739227
291550,0,0,2019-11-06,True,835.6,7954295,739300
730,2,0,2020-05-17,True,162.4,277234,740937
570,3,2,2016-11-24,True,874.5,5042733,740982
289070,3,0,2018-01-12,True,75.1,1688809,743888
374320,2,0,2016-11-25,True,485.8,11227926,745223
960090,3,0,2020-08-22,True,234.0,9120785,747175
730,2,0,2019-07-01,True,64.9,4773834,748273
244210,0,0,2022-02-13,True,54.3,3109420,749507
346110,11,0,2017-08-25,False,289.5,5710656,749964
377160,0,0,2020-09-13,True,62.2,9934804,750831
1599340,0,0,2022-02-12,False,35.1,2302317,752945
255710,0,0,2018-09-25,True,57.6,5126298,755100
526870,0,0,2020-11-26,True,962.5,11331643,755786
294100,0,0,2021-08-09,True,304.6,12917094,757343
105600,0,0,2020-08-27,True,850.6,13904538,762771
526870,0,0,2022-09-21,True,122.3,5311992,763503
105600,0,0,2016-11-26,True,342.6,6157867,765731
250900,0,0,2019-06-29,True,451.0,2379751,766355
440900,0,0,2022-07-05,True,218.1,4405865,767969
578080,7,0,2019-02-09,False,38.5,4268370,768692
739630,0,0,2021-12-29,True,44.2,1368170,771347
1174180,0,0,2022-08-02,True,354.4,2970389,776314
291550,0,0,2020-12-28,False,3.2,6976393,778934
1174180,0,0,2022-12-29,True,101.6,9876062,780948
578080,8,0,2019-12-15,False,168.4,12510201,786363
261550,0,0,2022-06-20,True,164.0,7709610,786785
292030,0,0,2016-11-27,True,91.7,1811677,793496
291550,0,0,2020-02-05,True,76.2,4660606,798797
1332010,0,0,2022-07-22,True,6.8,10512364,800708
376210,0,0,2022-11-05,True,92.7,13244029,801395
374320,0,0,2019-11-02,True,62.7,7970859,802092
252490,2,0,2017-09-13,True,882.4,7515166,804535
730,0,0,2021-06-03,True,467.7,318700,807614
1222140,74,3,2020-07-04,True,23.4,3457298,808621
1172470,0,0,2020-11-07,True,817.9,10518420,809358
236850,0,0,2020-01-08,True,602.7,8422436,810959
1174180,0,0,2019-12-14,True,38.2,13471945,811801
218620,0,0,2017-09-06,True,5.2,8505100,813133
1332010,0,0,2022-07-23,True,6.2,3074907,814012
1244460,0,0,2021-11-27,True,56.3,5103727,815840
546560,0,0,2020-09-13,True,13.6,7095523,821752
739630,0,0,2020-10-09,True,19.8,5628881,823313
284160,0,0,2020-07-30,True,301.8,10245045,825164
431960,0,0,2019-07-01,True,20.8,6371974,831595
552990,0,0,2022-01-18,False,71.2,655389,835457
1142710,0,0,2022-03-09,True,387.0,2029180,838233
270880,0,0,2016-02-13,True,68.8,6541884,840035
39210,3,0,2014-06-25,True,49.3,3786413,840868
431960,0,0,2020-11-28,True,68.3,7482656,844436
730,2,0,2020-10-28,True,482.1,10469217,845592
359550,0,0,2020-05-20,True,863.7,6955727,846554
1091500,0,0,2022-09-25,True,42.7,4356704,848206
552990,0,0,2021-02-17,True,20.8,4816271,848227
1237320,0,0,2022-11-22,True,63.5,3231713,849162
239030,0,0,2019-10-31,True,66.6,12127591,864385
252490,0,0,2022-12-28,False,54.3,1618403,867827
275850,0,0,2019-11-30,True,13.8,2504228,869307
438100,0,0,2022-07-27,False,638.3,10431400,869457
367520,4,0,2017-07-05,True,6.8,13275995,872603
107410,0,0,2022-06-04,True,11.2,2271469,875663
107410,0,0,2014-01-23,True,258.3,7453890,876741
1919590,0,0,2022-12-02,True,141.5,999278,876959
252490,2,0,2018-02-08,True,319.5,6129086,877029
394360,0,0,2018-11-21,True,226.7,7146455,877518
1063730,3,0,2021-09-30,True,230.0,6967675,877906
1142710,0,0,2022-04-23,True,475.4,159530,887682
244850,0,0,2020-11-26,True,42.4,11276237,888024
381210,3,0,2020-04-18,False,325.9,4878776,888355
105600,2,0,2019-06-13,True,150.9,12400369,889029
815370,0,0,2019-11-16,True,22.0,11651118,890016
252490,0,0,2022-05-08,True,154.2,4147394,890438
431960,0,0,2022-06-06,True,7.1,1248916,890940
1313140,0,0,2022-11-22,True,9.6,11985116,897089
431960,0,0,2018-06-02,True,28.3,7729264,900518
377160,0,0,2022-09-08,True,30.7,12767880,900565
275850,9,2,2016-08-26,False,142.8,5727722,900628
1384160,0,0,2021-06-23,True,44.4,4814485,904980
1091500,0,0,2020-12-12,True,96.0,5470414,908277
493340,3,0,2016-11-28,True,77.3,12410139,908409
386360,0,0,2022-08-08,True,82.7,6864862,908794
1245620,0,0,2022-02-27,True,307.7,11407630,912978
105600,0,0,2020-08-14,True,76.1,7438434,914671
1766740,0,0,2022-12-09,True,3.5,5461167,924065
397540,0,0,2020-03-18,True,142.1,11988866,931443
1144200,0,0,2022-07-24,True,18.5,3050855,936965
1196590,0,0,2021-11-10,True,13.1,93044,941501
306130,0,3,2020-06-26,True,121.4,4878878,943373
252490,0,0,2022-09-09,True,977.9,13620529,949742
202970,0,2,2016-02-15,False,7.4,1362600,949942
620980,0,0,2018-05-03,True,186.3,4482037,957083
252490,0,0,2022-09-26,True,235.1,2970822,957429
236850,2,0,2021-05-26,False,100.6,4887409,959080
270880,3,0,2020-09-29,True,358.9,7458778,959842
359550,0,0,2017-06-26,True,533.0,6293099,961078
1091500,0,0,2022-11-08,True,63.7,5600100,961235
686810,0,0,2022-04-24,True,57.8,11841182,962973
4000,2,0,2014-12-15,True,79.8,12330290,963279
1144200,0,0,2022-12-01,True,4.3,12777823,963283
386360,0,0,2020-05-29,True,717.6,4317943,963592
632360,0,0,2022-03-02,True,183.1,2644367,964930
284160,0,0,2018-01-22,True,176.9,3776465,965992
730,0,0,2020-06-01,True,139.9,7490965,971109
255710,0,0,2016-09-03,True,270.0,5319404,977101
1938090,0,0,2022-10-28,True,188.4,6874066,979391
252490,0,0,2022-02-06,True,49.8,382826,981974
291550,0,0,2022-09-04,False,0.3,3695279,982645
230410,0,0,2013-12-05,True,983.8,3969607,986862
582660,0,0,2018-12-31,True,11.0,6043217,987435
548430,2,0,2020-09-01,True,505.4,1653650,987528
632360,2,0,2019-08-26,True,8.1,7602791,989768
47890,0,0,2019-07-04,True,38.7,12797141,993254
1151640,71,9,2021-09-22,True,14.7,6648325,995685
322330,79,282,2015-03-28,True,34.7,12195303,1000707
1449850,0,0,2022-01-20,False,2.3,1824115,1001934
381210,0,0,2021-01-05,True,150.7,1594412,1002991
377160,0,0,2021-02-10,True,181.7,392540,1003653
255710,0,0,2017-02-05,True,479.1,6853765,1005264
244210,0,0,2022-07-24,True,181.5,3863938,1005966
381210,0,0,2020-07-08,True,68.2,355327,1008208
218620,0,0,2021-03-11,True,32.3,10921678,1009297
730,0,0,2021-05-16,True,518.8,8573484,1009468
271590,0,0,2015-06-15,True,119.5,13779849,1011167
244850,0,0,2022-01-19,True,33.5,12663427,1016545
1085660,0,0,2021-10-15,True,422.1,843259,1016989
730,0,0,2021-09-18,True,437.7,3421566,1018002
306130,0,0,2019-11-01,True,186.3,10324375,1020119
546560,0,0,2022-08-19,True,13.2,6212196,1026951
252490,2,0,2020-10-08,True,579.3,1730586,1028217
440900,0,0,2021-07-19,True,77.4,77413,1029372
438100,0,0,2021-12-29,True,231.8,13448223,1029633
4000,0,0,2020-07-29,True,51.8,6189595,1034148
250900,11,0,2014-11-12,True,266.3,12081435,1035648
1144200,0,0,2022-12-08,True,11.5,4611894,1035850
275850,6,0,2016-09-05,False,26.7,6456891,1036564
252490,0,4,2019-12-06,False,162.6,9347015,1039937
570,0,0,2019-12-27,True,368.0,3738134,1040691
1174180,0,0,2021-05-13,False,317.7,5557314,1042729
242760,56,6,2020-07-08,True,30.8,4373343,1044683
431960,0,3,2017-02-06,True,41.6,14007032,1045494
1151340,2,4,2020-11-28,False,0.7,10815782,1049386
250900,0,0,2021-01-23,True,18.9,14025422,1049645
1245620,0,0,2022-03-04,True,175.6,14224564,1051058
1086940,0,0,2020-10-12,False,525.7,6912541,1052479
1091500,2,0,2021-01-02,True,49.9,7147207,1053154
767560,0,0,2022-07-20,True,333.2,11927908,1053760
703080,0,0,2020-11-02,True,47.1,13092849,1055618
1085660,0,0,2020-07-06,True,410.3,8575270,1059915
1549250,0,0,2022-11-14,True,14.3,10215162,1062117
578080,2,0,2017-08-23,True,374.5,6106903,1067143
730,2,0,2014-11-23,True,810.6,5544149,1068411
438100,3,0,2018-01-26,True,157.8,7645346,1068927
1044720,0,0,2022-08-29,True,32.0,3833267,1068958
264710,0,0,2019-04-15,True,4.1,14099902,1071521
1145360,0,0,2019-12-31,True,33.4,5726484,1071749
1203220,0,0,2022-09-03,True,89.8,7680600,1074963
105600,0,0,2022-10-16,True,31.9,8674111,1075078
252490,0,0,2022-07-09,True,301.3,1747428,1083867
250900,0,0,2021-08-19,True,410.0,391825,1090633
238960,2,0,2022-12-12,False,3.1,9398090,1093697
39210,0,0,2021-08-09,True,920.6,11338514,1093899
